word	weight
anggota	-0.6
anggur	-0.8
angguran	-0.8
angin lalu	-1.0
angit	-1.0
angkat tangan	-1.0
angkat topi	-0.8
angkatan	-1.0
angkot	-0.2
angkup	-0.6
anglo	-0.8
aniaya	-0.8
anjak	-0.6
anjay	-0.6
anjeng	-1.0
anjer	-0.6
anjg	-1.0
anjing	-0.8
anjing tanah	-1.0
anjir	-0.6
anjis	-0.2
anjlok	-0.8
anjungan	-0.6
anjur	-0.4
anjuran	-0.4
anom	-0.8
antagonisme	-0.8
antap	-1.0
antek	-0.6
antem	-0.8
anti	-0.4
antipati	-0.6
antitesis	-0.6
antuk	-0.8
antun	-0.6
antusias	-0.6
anu	-0.6
anut	-0.6
anyir	-0.8
apa	-0.6
apaan	-0.8
apalah	-0.4
apanya	-0.6
aparat	-0.6
aparatus	-0.6
apasi	-0.6
apasih	-0.8
apatis	-1.0
apek	-0.8
apes	-1.0
api-api	-0.8
apit	-0.6
apiun	-0.6
apkir	-0.8
apkiran	-0.8
aplikasi crash	-1.0
arah	-0.8
arahan	-0.6
aram	-0.6
arbitrer	-1.0
arca	-0.6
argumen	-0.8
arik	-0.6
armada	-1.0
arsip	-1.0
artikel	-0.8
aru	-1.0
aru-aru	-0.8
arus udara	-0.8
asah	-0.6
asak	-0.6
asal usul	-0.8
asal-asalan	-1.0
asam	-0.4
asan tak asan	-1.0
asfal	-1.0
asid	-1.0
asmara	-0.8
asor	-1.0
asosiasi	-0.8
aspek	-0.6
aspiran	-1.0
astaga	-0.8
astagfirullah	-0.8
astagfirulloh	-0.8
astaghfirullah	-0.6
asumsi	-0.6
asusila	-1.0
aswad	-0.8
atas	-0.8
ati	-0.2
atresia	-0.6
atribut	-0.6
atuh	-0.2
atut	-0.4
aur	-0.6
aurat	-0.4
aus	-1.0
auta	-0.8
awa-	-0.6
awan kelabu	-0.6
awi	-0.6
awur	-0.8
awut	-0.8
awut-awutan	-1.0
ayal	-0.6
ayat	-0.8
ayun	-0.6
azab	-1.0
azimat	-0.8
bab	-0.8
babak	-0.8
babar	-0.2
babi	-0.8
babil	-0.8
bablas	-1.0
babu	-1.0
bacar mulut	-0.8
bacok	-0.8
bacot	-0.8
bad	-0.8
badai	-0.8
badan	-0.6
badmood	-0.8
badung	-0.8
bagaimana pun	-0.4
bagal	-0.6
bagi	-0.8
bagian	-0.8
baginda	-0.6
bah	-0.6
bahala	-0.6
bahan	-0.6
bahasa	-0.8
bahaya	-1.0
bahlul	-1.0
bahtera	-0.6
baiat	-0.6
bait	-0.6
bajak	-0.8
bajing	-1.0
bakar	-0.6
baktau	-1.0
baku	-0.6
bala	-1.0
bala bencana	-1.0
balai	-0.6
balairung	-0.6
balela	-0.8
bales	-0.6
balesnya	-0.4
balik	-0.6
balik adab	-1.0
balik akal	-0.8
balik gagang	-1.0
balkon	-0.6
balung	-0.8
balur	-0.8
bambu	-0.6
bambung	-0.6
banal	-0.6
banat	-0.8
bancang	-1.0
banci	-1.0
bandang	-0.8
bandar	-0.8
bandel	-1.0
bandit	-1.0
bando	-0.8
bandung	-0.2
bangan	-0.6
bangang	-0.6
bangbung	-0.8
bangkai	-0.8
bangkang	-0.8
bangkit	-0.8
bangkot	-0.8
bangkrut	-1.0
bangle	-0.8
bangsal	-0.6
bangsat	-1.0
bangsawan	-0.6
bantah	-0.6
bantai	-1.0
bantar	-0.8
banteng	-0.6
bantet	-0.6
banting	-0.6
banyak bicara	-0.6
banyak bug	-0.8
banyak cakap	-0.8
banyak cincong	-0.8
banyak gangguan	-1.0
banyak mulut	-0.8
banyak omong	-0.8
banyol	-0.6
baper	-0.8
baperan	-0.8
bapet	-0.8
bara	-0.6
barbar	-1.0
baret	-0.6
barkas	-1.0
barua	-1.0
barut	-0.6
barzakh	-0.8
basi	-1.0
baskom	-0.8
basmi	-1.0
bastar	-0.4
batal	-1.0
batalion	-1.0
batang	-0.8
batas	-0.6
batas waktu	-0.6
batel	-0.8
baterai	-0.6
batil	-0.8
batu berdahak	-0.8
batu loncatan	-0.6
batuk	-0.8
batuk darah	-0.8
batuk kecil	-0.8
batuk kering	-0.6
batuk lelah	-0.8
batuk-batuk	-0.8
batung-batung	-0.8
bau	-0.8
bau kencur	-0.8
bau tanah	-0.8
bawa	-0.6
bawain	-0.6
bawel	-0.8
baya	-0.8
bayi	-0.6
bayu	-0.8
bebal	-0.6
beban	-1.0
bebat	-0.6
bebel	-1.0
becak	-1.0
becek	-0.8
becus	-0.8
beda	-0.4
bedegong	-0.8
bedel	-0.8
bedeng	-0.6
bedol	-0.8
begadang	-0.6
begah	-0.4
begak	-0.6
begal	-1.0
begana-begini	-0.8
begini	-0.2
beginian	-0.6
begitu saja	-0.4
begu	-0.8
beguk	-0.8
begundal	-0.6
bejat	-1.0
bekap	-0.6
bekicot	-0.8
belah	-1.0
belah ketupat	-0.8
belai	-0.8
belaian	-0.6
belain	-0.4
belaka	-0.2
belam	-0.6
belang	-1.0
belas	-0.6
belati	-0.8
belembang	-1.0
belendung	-0.6
belenggu	-0.6
beleter	-0.8
belia	-0.4
beliin	-0.2
belikan	-0.2
beling	-0.2
belingsat	-0.8
belinjo	-0.6
belis	-0.8
belit	-0.6
beloh	-1.0
beloon	-0.6
belot	-1.0
belu-belai	-0.8
belulang	-0.6
benah hati	-0.6
benar	-0.8
bencana	-1.0
bencat	-1.0
benci	-1.0
bencong	-1.0
bendel	-1.0
bendera	-0.6
benderang	-0.6
bendoro	-0.8
bendu	-0.8
bendung	-0.6
bengal	-0.8
bengap	-0.6
bengis	-1.0
bengkak	-0.8
bengkak hati	-0.6
bengkerap	-0.8
bengkok	-0.8
bengok	-0.8
benguk	-0.4
bening	-0.8
benjut	-0.8
bentak	-1.0
bentakan	-1.0
bentan	-0.8
bentang	-0.6
bentrok	-1.0
bentul	-0.6
benyot	-0.8
beol	-1.0
beperkara	-0.8
beradu	-0.8
beradu lidah	-0.6
beradu mulut	-0.8
beraduk	-0.6
beragam	-0.6
berair	-0.2
berak	-0.8
berak air	-0.8
berakar	-0.6
berakhlak	-0.8
beralasan	-0.8
beralaskan	-0.8
beralih	-0.6
beralih bentuk	-0.6
berambu-rambu	-0.8
beramuk	-0.8
beramuk-amukan	-0.8
beranak bercucu	-0.6
beranak cucu	-0.6
beranak pinak	-0.6
beranang	-0.6
beranda	-0.6
berandalan	-1.0
berang	-1.0
berangai	-1.0
berangan	-0.6
beranggar lidah	-0.6
berangkal	-0.6
berangkat	-0.8
berangsang	-1.0
berangsur	-0.6
beranjak	-0.6
berantak	-0.8
berantakan	-1.0
berantara	-0.6
berantem	-0.8
berapat-rapat	-0.6
berapit	-0.8
berasa	-0.4
berasak	-0.6
berasal	-0.6
berasimilasi	-0.6
berat ekor	-0.8
berat hati	-0.8
berat kepala	-1.0
berat otak	-0.8
berat pinggul	-0.4
berat tangan	-0.8
berat telinga	-0.6
berat tulang	-0.8
berawan	-0.6
berbabil	-0.8
berbadan dua	-0.6
berbahaya	-0.8
berbakti	-0.6
berbalik	-1.0
berbanding	-0.6
berbantah	-1.0
berbantahan	-0.6
berbayar	-0.6
berbecak-becak	-0.6
berbeda	-0.8
berbelit-belit	-0.8
berbenturan	-0.8
berbiak	-0.6
berbicara	-0.6
berbisa	-1.0
berbohong	-0.8
berbondong-bondong	-0.6
berburu	-0.6
berburuk	-0.8
bercak	-1.0
bercakar-cakaran	-0.8
bercanda	-0.8
bercaran	-0.8
bercat	-0.6
bercedera	-0.8
bercekak	-0.6
bercekcok	-0.8
bercekit	-0.8
bercelah	-0.6
berceloteh	-0.8
bercempera	-1.0
bercengkerama	-0.4
bercerai-berai	-1.0
bercikun-cikun	-1.0
bercintaan	-0.6
bercokol	-0.8
bercorak	-0.6
bercucuran	-1.0
bercumbu	-0.8
bercumbu-cumbu	-0.6
bercumbuan	-0.6
bercura	-0.8
berdakwa	-0.8
berdalih	-0.8
berdampingan	-0.6
berdansa	-0.8
berdarah dingin	-0.8
berdasarkan	-0.8
berdaulat	-0.6
berdebat	-1.0
berdedikasi	-0.6
berdekatan	-0.8
berdekus	-0.6
berdengung	-0.6
berdengus	-0.6
berdenyut	-0.6
berderum	-0.8
berdesakan	-0.6
berdesir	-0.4
berdikit-dikit	-0.6
berdompol	-0.8
berdosa	-0.8
berduaan	-0.6
berduka	-1.0
berdusta	-0.8
berduyun-duyun	-0.6
beredak	-1.0
beregu	-0.6
berengsaan	-0.8
berengsek	-1.0
berenti	-0.6
bergabung	-0.8
bergadang	-0.8
bergaduh	-1.0
bergajul	-1.0
bergamit	-0.6
berganda	-0.6
berganduh	-0.6
berganggang	-0.6
bergaul	-0.6
bergaung	-0.6
bergejolak	-0.6
bergelanggang	-0.6
bergelegak	-0.6
bergelut	-0.8
bergema	-0.8
bergemam	-0.6
bergembung	-0.6
bergemuruh	-0.6
bergerombol	-0.8
bergerombolan berkawanan	-0.8
bergesek	-0.6
bergesel	-0.6
bergeser	-0.8
bergetar	-0.6
bergolak	-1.0
bergontok	-0.8
bergosok	-0.6
bergosokan	-0.6
bergoyah	-0.8
berguam	-0.8
berguguran	-0.6
bergulat	-0.8
bergulir	-0.6
bergumam	-0.6
bergumul	-0.8
berguncang	-1.0
bergundang	-1.0
bergurau	-0.8
bergurau senda	-0.8
berguyub	-0.6
berhala	-0.8
berhamburan	-1.0
berhandai-handai	-0.6
berhantaran	-1.0
berhanyut	-0.8
berhati walang	-0.6
berhelat	-0.8
berhenti (tugas)	-0.4
berhimpun	-0.8
berhujah	-0.8
beri (uang)	-0.4
beri uang	-0.4
beringas	-0.8
beringat	-0.6
beringsut	-0.6
berita	-0.8
berjarak	-0.8
berjatuhan	-0.6
berjauh hati	-0.6
berjejak	-0.6
berjejal	-0.6
berjejal-jejal	-0.6
berjejas	-1.0
berjubal	-0.6
berkabung	-1.0
berkabut	-0.6
berkalang tanah	-0.4
berkarat	-0.8
berkarut	-1.0
berkasih-kasihan	-0.6
berkawan	-0.6
berkawanan	-0.8
berkeberatan	-0.8
berkecai	-1.0
berkecamuk	-0.8
berkecandan	-0.8
berkecenderungan	-0.6
berkejaran	-0.6
berkelakar	-0.8
berkelir	-0.6
berkelok-kelok	-0.4
berkelompok-kelompok	-0.8
berkeluarga	-0.8
berkemal	-0.8
berkemam	-0.6
berkemandang	-0.6
berkemas-kemas	-0.4
berkembang biak	-0.6
berkemih	-0.6
berkenalan	-0.6
berkeping-keping	-1.0
berkerak	-0.4
berkeras-kerasan	-0.8
berkerubung	-0.8
berkerumun	-0.8
berkerut	-0.4
berketar-ketar	-0.6
berkhianat	-1.0
berkilah	-0.8
berkisar	-0.6
berkolusi	-1.0
berkomplot	-0.8
berkongkalikong	-0.8
berkonspirasi	-0.8
berkorban	-0.6
berkuat	-0.8
berkuliah	-0.8
berkumandang	-0.6
berkunjung	-0.8
berkupak	-0.6
berkurang	-0.6
berkurangan	-0.6
berkurap	-0.8
berlabuh	-0.8
berlaga	-0.8
berlainan	-0.8
berlalu	-1.0
berlalu dr dunia	-1.0
berlama-lama	-0.4
berlandaskan	-0.8
berlangau	-0.8
berlanggaran	-0.8
berlara-lara	-0.8
berlarat-larat	-0.8
berlarian	-1.0
berlawanan	-0.8
berlebih	-0.6
berlebih-lebih	-0.8
berlelehan	-0.6
berlengkesa	-0.6
berlepasan	-0.6
berlibat-libat	-0.8
berlik	-0.8
berliku-liku	-0.8
berlinang	-0.6
berlipat	-0.6
berlipat ganda	-0.6
berlompatan	-1.0
berlubang	-0.6
berluruhan	-0.6
berlutut	-0.4
bermain-main	-0.4
bermesraan	-0.6
bermetamorfosis	-0.6
bermoral	-0.8
bermotif	-0.6
bermukah	-0.8
bermukim	-0.8
bermula	-0.8
bermuram durja	-1.0
bermusuhan	-0.8
bernas	-0.6
bernoda	-0.8
bernuansa	-0.6
berogak-ogak	-0.8
berolok-olok	-0.8
berombongan	-0.8
beromong kosong	-0.8
berona	-0.6
berongga	-0.6
beroperasi	-0.8
berpada-pada	-0.6
berpadu	-0.6
berpalit-palit	-0.8
berpangku tangan	-0.8
berparak	-0.8
berpartai	-0.6
berpasangan	-0.6
berpasuk	-0.6
berpencar	-1.0
berpencaran	-0.6
berperai-perai	-1.0
berperang	-0.8
berperang hati	-0.8
berperang mulut	-0.6
berpijar	-0.6
berpoleng	-0.6
berprasangka	-0.6
berproses	-0.6
berpuak-puak	-0.8
berpuaka	-0.6
berpucuk	-0.8
berpura-pura	-0.8
berpusu	-0.6
berputar-putar	-0.8
berputih tulang	-0.4
bersaba	-0.6
bersabung nyawa	-0.6
bersalah	-0.8
bersalahan	-0.8
bersandarkan	-0.8
bersanding	-1.0
bersanggit	-1.0
bersangkal	-1.0
bersangkut	-0.8
bersara	-0.6
bersatu	-0.2
bersebaran	-1.0
bersebelahan	-0.8
berseberangan	-0.6
bersedia	-0.6
bersedih	-1.0
bersekongkol	-0.8
bersekutu	-1.0
berselang	-0.6
berselingkuh	-1.0
berselisih	-1.0
berseloroh	-0.8
bersempena	-0.6
bersempuras	-0.6
bersenda gurau	-0.8
bersendi	-0.8
bersendikan	-0.8
bersengaja	-0.4
bersengketa	-0.8
bersentuh	-1.0
bersepai	-1.0
berserah	-0.8
berserakan	-1.0
berserikat	-0.6
bersesak-sesak	-0.6
bersesal	-0.8
berseteru	-0.8
bersikukuh	-0.8
bersila	-0.8
bersilih	-0.6
bersimbah	-0.6
bersinggungan	-0.6
bersipongang	-0.6
bersisalak	-0.8
bersiteguh	-0.8
bersokom	-0.8
bersuka-suka	-0.6
bersuka-sukaan	-0.6
bersungkawa	-0.6
bersurai	-0.6
bersusah	-1.0
bersusah hati	-1.0
bersusila	-0.8
bertabrakan	-0.8
bertaburan	-1.0
bertaki	-0.6
bertala-tala	-0.6
bertalun-talun	-0.6
bertambah	-1.0
bertambun	-0.6
bertamu	-0.8
bertandang	-0.8
bertanding	-0.8
bertangkap	-0.6
bertapa	-0.6
bertapakkan	-0.8
bertara	-0.6
bertarak	-0.6
bertasyakur	-0.8
bertautan	-0.8
bertebaran	-1.0
bertekak	-0.8
bertekuk lutut	-0.6
bertelanjang	-0.6
bertele-tele	-0.6
bertelimpuh	-0.6
bertelinga lembut	-0.6
bertelingkah	-0.8
berteman	-0.6
bertemperasan	-0.6
bertempiar	-0.6
bertemu roma	-0.8
bertendensi	-0.6
bertengkar	-1.0
bertengkar mulut	-1.0
bertengkaran	-0.8
bertengking	-0.8
bertentangan	-0.8
berteraskan	-0.8
berterima	-0.6
bertetesan	-0.6
bertian	-0.6
bertikai	-1.0
bertikai pangkai	-0.8
bertimbal	-0.6
bertimbang	-0.6
bertimpa-timpa	-0.6
bertindak	-0.8
bertindik	-0.6
bertingkat	-0.8
bertingkuh	-0.8
bertinju	-0.8
bertitikan	-0.6
bertokok	-0.6
bertolak	-0.4
bertonggakkan	-0.8
bertransformasi	-0.6
bertuah	-0.6
bertubrukan	-0.8
bertudung lingkup	-1.0
bertukar akal	-0.8
bertumbangan	-0.6
bertumbuk	-0.8
bertumbukan	-0.8
bertunangan	-0.8
bertunjangkan	-0.8
berubah akal	-0.4
berubah ingatan	-0.6
berugi	-1.0
berulah	-0.8
berumah tangga	-0.8
berumpun	-0.6
berumur	-0.4
beruntun	-0.6
berurine	-0.6
berus	-0.8
berusuh	-1.0
berwarna	-0.6
berziarah	-0.8
berzina	-0.8
besar perut	-0.6
besar rabu	-0.6
besi tua	-0.8
besit	-0.4
besot	-0.6
beta	-0.6
betas	-0.6
bete	-1.0
beterbangan	-0.6
beterjunan	-1.0
betina	-0.4
beton	-0.4
betul	-0.8
betung	-0.6
beud	-0.4
bhay	-0.6
biadab	-1.0
biak	-0.6
biang keladi	-0.8
biarawati	-0.6
biarin	-0.6
biarkan	-0.6
biarpun	-0.6
bias	-0.4
biasa	-0.8
biasin	-0.6
bicu	-0.6
bidah	-0.6
bidai	-0.8
bidas	-1.0
bidik	-0.4
bijak	-0.8
bijaksana	-0.8
biji buah	-0.6
biji mata	-0.6
biksah	-1.0
bilik	-0.6
bimbang	-1.0
bimbingan	-0.6
binasa	-1.0
bingit	-1.0
bini gelap	-1.0
bir	-1.0
birah	-0.6
birokrat	-0.6
bisain	-0.4
bisik	-0.4
bison	-0.6
bisu	-0.6
bisul	-0.8
biut	-1.0
blangko	-0.6
blaster	-0.6
blobor	-0.6
block	-0.8
bloon	-0.6
blur	-0.8
bobol	-0.8
bobot	-1.0
bobrok	-1.0
bobroq	-0.8
bocor	-0.8
bodo	-1.0
bodoamat	-0.8
bogem	-1.0
bogem mentah	-1.0
bogum	-0.6
bohong	-1.0
bokek	-1.0
bokep	-1.0
boker	-0.6
boksen	-1.0
boleh juga	-0.6
bolong	-0.6
bolos	-0.6
bolsak	-0.8
bombastis	-0.6
bondong	-0.8
bondot	-1.0
bongak	-1.0
bonggol	-0.8
bongkah	-0.4
bongkak	-0.6
bongkar	-0.6
bongkar-bangkir	-1.0
bongkong	-0.6
bongok	-0.6
bongsor	-0.4
boong	-0.8
bopong	-0.6
borak	-0.8
boro	-0.4
borok	-1.0
boros	-1.0
bosen	-0.8
bosman	-0.8
bosun	-0.8
bot	-0.4
boyak	-1.0
brengsek	-1.0
brokat	-0.8
broker	-0.6
bromocorah	-1.0
brutal	-1.0
bruto	-0.6
buah	-0.6
buah bibir	-0.4
buah dada	-0.6
buah hati	-0.6
buah simalakama	-0.6
bual	-0.8
bualan	-0.8
buang	-0.6
buang air	-1.0
buang air besar	-1.0
buang air kecil	-0.6
buang hajat	-1.0
buang nyawa	-1.0
buang-buang air	-1.0
buangan	-0.8
buari	-0.8
buas	-1.0
bubuk	-1.0
bucu	-0.6
budek	-0.6
bufer	-0.6
bug	-0.6
buhuk	-0.8
bujukan	-0.6
bukannya	-0.6
bukat	-0.8
bukti	-0.6
bulan-bulanan	-0.8
bulat	-0.6
buletin	-0.6
bulevar	-0.8
bully	-1.0
bulsak	-0.8
buluh	-0.6
bulus	-1.0
buncah	-1.0
buncit	-0.6
bunda	-1.0
bundak	-0.6
bundel	-1.0
bunduk	-0.6
bunga hati	-0.6
bungkam	-0.8
bungsu	-0.6
buntang	-0.8
buntet	-0.4
bunting	-0.6
buntu	-0.6
buntung	-1.0
bunuh	-1.0
burai	-1.0
buram	-0.6
buras	-0.8
buru	-0.6
buru-buru	-0.6
buruk	-1.0
buruk banget	-1.0
busuk	-1.0
busut	-0.8
buta	-0.6
buta hati	-0.8
butek	-0.6
butuh	-1.0
butut	-1.0
buyut	-0.6
bye	-0.6
caba	-0.8
cabar	-0.8
cabau	-0.6
cabe	-0.4
cabean	-0.6
cabik	-0.6
cabuh	-0.6
cabul	-1.0
cabut	-1.0
cacat	-1.0
cacatan	-1.0
cacau	-1.0
cacauan	-0.8
caci	-1.0
caci maki	-1.0
cacian	-1.0
cacing	-0.8
cacing es	-0.8
cacing gelang-gelang	-0.8
cacing gila	-0.8
cacing gilig	-0.8
cacing ginjal	-0.8
cacing hati	-0.4
cacing hitadid	-0.8
cacing jantung	-0.8
cacing kalung	-0.8
cacing karawit	-0.6
cacing kentar	-0.8
cacing keremi	-0.8
cacing palolo	-0.8
cacing pipih	-0.8
cacing pita	-0.8
cacing rambut kuda	-0.8
cacing tambang	-0.4
cacing tanah	-0.8
cadang	-1.0
cadas	-0.6
cagaran	-0.6
cahari	-0.6
caing	-0.6
cair	-0.2
cakap	-0.8
cakap angin	-0.8
cakus	-0.8
calar	-0.6
calit	-1.0
campak	-0.8
campakkan	-0.8
camping	-0.6
campur aduk	-0.4
canda	-0.6
candal	-1.0
candala	-1.0
canggung	-0.8
cangkul	-0.8
cangkum	-0.6
cantik	-0.8
capai	-1.0
capak	-0.8
cape	-0.8
capit	-0.6
caplak	-0.8
cariin	-0.4
carik	-1.0
caruk	-0.8
carut	-1.0
catak	-0.8
catut	-0.6
cebik	-0.6
cebur	-1.0
cecap	-1.0
cecer	-0.6
ceceran	-0.6
cecunguk	-1.0
cedera	-0.8
cedih	-0.6
cegak	-0.8
cegat	-0.6
cek	-0.8
cekah	-0.8
cekak	-0.6
cekang	-0.6
cekat	-0.8
cekatan	-0.6
cekau	-0.4
ceker	-0.6
cekluk	-0.8
cekok	-0.6
ceku	-1.0
cekuh	-0.6
cekung	-0.8
cela	-0.8
celaan	-1.0
celah	-0.6
celaka	-1.0
celampak	-0.6
celemotan	-0.8
celetuk	-1.0
celih	-0.8
celomes	-0.8
celomok	-0.8
celonok	-0.6
celopar	-0.8
celoteh	-0.8
celuk	-0.6
cema	-1.0
cemar	-1.0
cemas	-0.6
cemat	-1.0
cemberut	-0.8
cembung	-0.6
cemburu	-1.0
cemeeh	-0.8
cemeh	-0.8
cemeti dewa	-0.4
cemomot	-0.8
cemong	-0.8
cemooh	-1.0
cemoohan	-0.8
cempala mulut	-1.0
cempek	-0.8
cempelung	-1.0
cempeng	-0.8
cempera	-1.0
cemplung	-0.8
cempung	-0.8
cemuas	-0.8
cena	-0.6
cencala	-1.0
cendala	-1.0
cendekia	-0.8
cenderung	-0.4
cengang	-0.6
cengeng	-0.8
cengger	-0.6
cengkedi	-0.8
cengkeram	-1.0
cengkerama	-0.4
cengung	-0.6
centang	-1.0
cepol	-0.8
cerabah	-1.0
cerabih	-0.8
ceracam	-0.8
ceracau	-0.8
cerai	-0.8
cerai-berai	-1.0
cerca	-0.8
cercaan	-0.8
cercah	-1.0
cerewet	-1.0
cerita	-0.8
cerita anak	-0.8
cerita burung	-1.0
cerita khayal	-0.4
cerita rekaan	-0.8
ceriwis	-0.8
cerna	-1.0
ceroboh	-1.0
ceronggah	-0.8
ceruk	-0.6
cerup	-0.6
cetek	-0.6
cetera	-0.8
cetus	-0.2
cetusan	-0.2
cibir	-1.0
cicik	-0.8
cikun	-1.0
cilok	-0.6
cimeng	-0.6
cincong	-1.0
cingangah	-0.8
ciplak	-0.6
cirit	-1.0
ciuman	-0.6
ciut	-0.6
claim	-0.6
classy	-0.4
close	-0.4
closed	-0.6
cobaan	-1.0
cocor	-0.6
colak-caling	-1.0
coleng	-0.8
colok	-0.6
colong	-1.0
comberan	-0.8
comblang	-1.0
comeback	-0.4
comot	-0.8
compeng	-0.8
compes	-0.8
condong	-1.0
congek	-0.6
congkak	-0.6
congkel	-0.8
congor	-0.6
conteng	-0.6
coplok	-0.6
copot	-0.6
coreng moreng	-0.8
corengmoreng	-0.8
cotok	-0.6
crash	-0.8
cry	-0.6
cuai	-0.8
cuak	-0.8
cuat	-0.6
cubit	-0.6
cuca	-0.6
cucok	-0.2
cucuk	-0.6
cucup	-0.6
cucut	-0.6
cuek	-1.0
cuekin	-0.6
cuka belanda	-1.0
cuka jawa	-1.0
cukupan	-0.6
cuma	-0.6
cumbu	-0.6
cumbuan	-0.6
cunam	-0.6
cupet	-1.0
cupul	-1.0
cura	-0.6
curang	-1.0
curat	-0.2
curcol	-0.6
curhat	-0.6
curi	-1.0
curiga	-0.8
curna	-1.0
curu	-0.6
cutel	-0.8
dabih	-0.6
dadah	-0.8
daging tumbuh	-0.8
dah	-0.6
dahh	-0.6
dahiat	-1.0
dahlah	-0.6
dahsyat	-1.0
daif	-0.6
daing	-0.8
dajal	-1.0
dakap	-0.6
daki	-0.8
dalal	-0.6
dalalah	-1.0
dalem	-0.4
dalih	-0.8
dalil	-0.6
dam	-0.6
dampak	-0.6
damprat	-0.8
dampratan	-1.0
dangkal	-0.8
dangkap	-0.6
dangkar	-0.8
dangkung	-0.6
danyang	-0.8
dapra	-0.6
darah dingin	-0.8
daras	-1.0
darat	-0.6
dari	-0.6
darurat	-0.8
data hilang	-1.0
datang	-0.8
datang hati	-1.0
datuk	-0.8
daya muat	-0.4
daya serap	-0.4
daya tampung	-0.4
daya upaya	-0.8
death	-0.6
debar	-0.6
debil	-1.0
debu	-0.6
dedak	-0.6
dedemit	-0.8
defekasi	-1.0
defisit	-0.6
degil	-1.0
degub	-0.6
dekaden	-1.0
dekadensi	-1.0
dekap	-0.4
dekat	-0.8
dekil	-1.0
deklarasi	-0.6
delay	-0.6
delegasi	-0.8
delete	-0.6
demek	-0.8
demo	-0.6
demon	-0.6
demonstrasi	-0.6
dempet	-0.6
denai	-0.8
dendam	-1.0
dendeng	-0.8
denger	-0.6
dengki	-1.0
dengkik	-0.8
dengkul	-0.6
dengkur	-0.6
dengu	-0.6
dengung	-0.6
dengus	-0.6
dengut	-0.6
depak	-0.6
depresi	-0.8
deraan	-1.0
derai	-0.6
deras	-0.6
derek	-1.0
deriji	-0.8
dering	-0.6
derita	-1.0
deru	-0.6
derum	-0.8
desah	-0.6
desak	-0.8
desas-desus	-1.0
desau	-0.6
desersi	-0.6
desir	-0.4
deskripsi	-0.8
destar	-0.8
detak	-0.6
detektif	-0.6
dewan	-0.6
dia	-0.6
diajarin	-0.6
dialog	-0.6
diam	-0.6
diancurin	-0.6
diapain	-0.6
diare	-0.8
dibales	-0.6
dibalik	-0.6
dibeliin	-0.2
diblock	-0.8
dibuang	-0.6
dibully	-1.0
didih	-0.8
diduain	-0.6
die	-0.8
diem	-0.6
diet	-0.6
digantung	-0.6
diginiin	-0.6
digituin	-0.4
digresi	-0.8
dikangenin	-0.4
dikatain	-0.6
diketawain	-0.8
dikira	-0.6
dikit	-0.8
dilarang	-0.6
dilema	-0.6
diliatin	-0.6
